,param_max_depth,param_max_leaf_nodes,param_splitter,param_max_features,mean_test_score
0,1280,1280,best,10,0.778899491608314
1,1280,1280,best,20,0.7818331123639994
2,1280,1280,best,30,0.7819043747978445
3,1280,1280,best,auto,0.7646233618964233
4,1280,1280,best,sqrt,0.7616067164803344
5,1280,1280,best,log2,0.765134114914492
