,param_bootstrap,param_max_depth,param_n_estimators,param_criterion,param_min_samples_split,param_max_features,param_class_weight,param_warm_start,mean_test_score
0,False,40,40,gini,5,log2,balanced_subsample,False,0.8148983717388333
