,param_bootstrap,param_max_depth,param_n_estimators,param_criterion,param_min_samples_split,mean_test_score
0,False,40,40,gini,1,
1,False,40,40,gini,2,0.8173569041949472
2,False,40,40,gini,3,0.8184495809764094
3,False,40,40,gini,4,0.8198391832725156
4,False,40,40,gini,5,0.8197559992151463
5,False,40,40,gini,6,0.8194472613979059
6,False,40,40,gini,7,0.8191740557034561
7,False,40,40,gini,8,0.8187227760914144
8,False,40,40,gini,9,0.8188414866292042
