,param_max_depth,param_max_leaf_nodes,mean_test_score
0,5,20,0.7310830374967962
1,5,40,0.7317125193903589
2,5,60,0.7317125193903589
3,8,20,0.7480550981708987
4,8,40,0.7562027058269748
5,8,60,0.7599082797413932
6,10,20,0.7469861792956317
7,10,40,0.7590056542194563
8,10,60,0.7639226951516098
