,model,best_score,best_params
0,random_forest,0.8145302275187154,"{'bootstrap': False, 'class_weight': 'balanced_subsample', 'criterion': 'gini', 'max_depth': 40, 'max_features': 'log2', 'min_samples_split': 5, 'n_estimators': 40, 'warm_start': True}"
