,model,best_score,best_params
0,decision_tree,0.7820231206004499,"{'max_depth': 1280, 'max_features': 80, 'max_leaf_nodes': 1280, 'splitter': 'best'}"
1,knn,0.7124482026863609,"{'algorithm': 'ball_tree', 'leaf_size': 200, 'metric': 'euclidean', 'n_neighbors': 15, 'p': 1, 'weights': 'distance'}"
2,random_forest,0.8194472733879431,"{'bootstrap': False, 'criterion': 'gini', 'max_depth': 40, 'min_samples_split': 5, 'n_estimators': 40}"
